id,user_id,vehicle_model_id,travel_type_id,package_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation
147262,29459,85,2,NULL,542,136,NULL,NULL,05-07-2013 08:45,0,0,05-03-2013 06:36,12.93823,77.62289,12.90796,77.62418,0
147263,29459,24,2,NULL,542,136,NULL,NULL,05-08-2013 08:45,0,0,05-03-2013 06:38,12.93823,77.62289,12.90796,77.62418,0
147264,29459,85,2,NULL,542,136,NULL,NULL,05-09-2013 08:45,0,0,05-03-2013 06:39,12.93823,77.62289,12.90796,77.62418,0
147265,29459,85,2,NULL,542,136,NULL,NULL,05-10-2013 08:45,0,0,05-03-2013 06:40,12.93823,77.62289,12.90796,77.62418,0
147266,29459,28,2,NULL,136,542,NULL,NULL,05-06-2013 19:15,0,0,05-03-2013 06:42,12.90796,77.62418,12.93823,77.62289,0
147267,29459,85,2,NULL,136,542,NULL,NULL,05-07-2013 19:15,0,0,05-03-2013 06:44,12.90796,77.62418,12.93823,77.62289,0
147269,29459,12,2,NULL,136,542,NULL,NULL,05-09-2013 19:15,0,0,05-03-2013 06:46,12.90796,77.62418,12.93823,77.62289,0
147270,29459,12,2,NULL,136,542,NULL,NULL,05-10-2013 19:15,0,0,05-03-2013 06:47,12.90796,77.62418,12.93823,77.62289,0
147271,29661,12,2,NULL,393,115,NULL,NULL,05-03-2013 14:15,1,0,05-03-2013 06:53,13.19956,77.70688,12.99319,77.54472,0
147272,29869,12,2,NULL,945,393,NULL,NULL,05-03-2013 14:00,0,0,05-03-2013 06:59,12.92089,77.63354,13.19956,77.70688,0
147274,29870,85,1,NULL,1097,NULL,1,55,05-03-2013 11:15,1,0,05-03-2013 07:42,12.97943,77.66125,NULL,NULL,0
147275,25449,85,2,NULL,1056,1102,NULL,NULL,05-04-2013 06:00,1,0,05-03-2013 07:47,12.919199,77.60931,12.93652,77.54481,0
147276,29871,85,3,2,1230,NULL,NULL,NULL,05-04-2013 09:45,1,0,05-03-2013 08:15,13.02239,77.59492,NULL,NULL,0
147277,28584,12,3,2,542,NULL,NULL,NULL,05-03-2013 09:00,0,0,05-03-2013 08:21,12.93823,77.62289,NULL,NULL,0
147278,5181,12,2,NULL,1096,571,NULL,NULL,05-03-2013 21:15,1,0,05-03-2013 08:25,12.96519,77.71932,12.95185,77.69642,0
147279,29519,12,3,2,391,NULL,NULL,NULL,05-03-2013 10:00,0,0,05-03-2013 08:25,12.98099,77.60209,NULL,NULL,0
147280,29872,24,2,NULL,793,393,NULL,NULL,05-05-2013 03:30,0,0,05-03-2013 08:26,13.02239,77.59492,13.19956,77.70688,0
147281,29873,12,3,1,1095,NULL,NULL,NULL,05-03-2013 09:30,0,0,05-03-2013 08:47,12.92415,77.67229,NULL,NULL,0
147282,868,12,2,NULL,561,393,NULL,NULL,05-03-2013 10:00,0,0,05-03-2013 08:49,13.00983,77.62967,13.19956,77.70688,0
147283,29874,12,2,NULL,1180,293,NULL,NULL,05-03-2013 09:30,0,0,05-03-2013 08:53,12.90084,77.56483,12.849482,77.663187,0
147285,28112,12,2,NULL,1010,393,NULL,NULL,05-03-2013 18:15,0,0,05-03-2013 09:07,12.96691,77.74935,13.19956,77.70688,0
147286,24042,12,2,NULL,83,1010,NULL,NULL,05-03-2013 10:30,0,1,05-03-2013 09:07,12.92415,77.67229,12.96691,77.74935,0
147287,23488,12,2,NULL,1097,977,NULL,NULL,05-03-2013 16:00,1,0,05-03-2013 09:09,12.97943,77.66125,12.969933,77.533286,0
147288,17888,85,2,NULL,626,393,NULL,NULL,05-03-2013 16:15,1,0,05-03-2013 09:29,12.975066,77.6027,13.19956,77.70688,0
147289,29875,12,2,NULL,1371,689,NULL,NULL,05-03-2013 12:15,0,0,05-03-2013 09:41,13.000418,77.674835,12.97672,77.64927,0
147290,29876,12,2,NULL,1389,393,NULL,NULL,05-03-2013 15:00,1,0,05-03-2013 09:44,12.919785,77.577031,13.19956,77.70688,0
147292,29879,12,3,1,502,NULL,NULL,NULL,05-03-2013 11:00,0,0,05-03-2013 10:08,12.90084,77.56483,NULL,NULL,1
147293,29880,12,1,NULL,1390,NULL,NULL,132,05-04-2013 01:00,1,0,05-03-2013 10:08,12.969368,77.641302,NULL,NULL,0
147294,20919,85,2,NULL,271,571,NULL,NULL,05-03-2013 15:30,0,0,05-03-2013 10:17,12.95641,77.64076,12.95185,77.69642,0
147296,20152,87,3,2,1371,NULL,NULL,NULL,05-05-2013 06:15,0,0,05-03-2013 10:36,13.000418,77.674835,NULL,NULL,0
147297,29881,12,3,2,1294,NULL,NULL,NULL,05-03-2013 11:45,0,0,05-03-2013 10:38,12.964653,77.599573,NULL,NULL,0
147298,29882,12,3,1,559,NULL,NULL,NULL,05-03-2013 11:30,0,0,05-03-2013 10:41,12.97173,77.59829,NULL,NULL,0
147299,29883,12,2,NULL,763,410,NULL,NULL,05-03-2013 17:30,0,0,05-03-2013 10:50,12.96155,77.61572,13.05121,77.54113,0
147300,9596,12,2,NULL,396,824,NULL,NULL,05-03-2013 16:00,1,0,05-03-2013 10:55,12.92073,77.66482,13.06557,77.58646,1
147301,47,87,3,1,448,NULL,NULL,NULL,05-03-2013 13:30,1,0,05-03-2013 10:59,12.92732,77.63575,NULL,NULL,0
147302,29884,12,2,NULL,87,393,NULL,NULL,05-04-2013 06:00,0,0,05-03-2013 11:00,12.97003,77.60658,13.19956,77.70688,0
147303,29885,65,3,2,1323,NULL,NULL,NULL,05-03-2013 21:30,1,0,05-03-2013 11:06,12.869805,77.653211,NULL,NULL,0
147304,9673,12,2,NULL,142,393,NULL,NULL,05-04-2013 13:15,1,0,05-03-2013 11:17,12.91281,77.60923,13.19956,77.70688,0
147305,17719,12,3,1,353,NULL,NULL,NULL,05-03-2013 12:00,0,0,05-03-2013 11:18,13.03241,77.59914,NULL,NULL,0
147306,25900,12,2,NULL,1339,1068,NULL,NULL,05-03-2013 12:30,0,0,05-03-2013 11:18,12.978129,77.646141,13.044009,77.606805,0
147307,525,12,3,2,122,NULL,NULL,NULL,05-03-2013 13:15,0,0,05-03-2013 11:33,12.99682,77.60436,NULL,NULL,0
147308,13419,12,2,NULL,149,393,NULL,NULL,05-03-2013 13:00,0,0,05-03-2013 11:37,12.93022,77.56039,13.19956,77.70688,0
147309,29886,87,1,NULL,458,NULL,15,32,05-04-2013 08:30,0,0,05-03-2013 11:44,13.00037,77.72746,NULL,NULL,0
147312,29887,12,1,NULL,677,NULL,15,32,05-04-2013 06:30,0,0,05-03-2013 12:01,13.05845,77.64075,NULL,NULL,0
147313,29888,12,2,NULL,410,393,NULL,NULL,05-04-2013 16:45,0,0,05-03-2013 12:02,13.05121,77.54113,13.19956,77.70688,0
147315,29890,12,2,NULL,171,471,NULL,NULL,05-04-2013 00:30,0,0,05-03-2013 12:18,12.98479,77.66128,13.01854,77.63524,0
147316,29891,12,2,NULL,1384,492,NULL,NULL,05-05-2013 05:30,0,0,05-03-2013 12:29,13.02853,77.54625,12.851218,77.521664,0
147317,25458,12,2,NULL,571,392,NULL,NULL,05-03-2013 16:45,1,0,05-03-2013 12:35,12.95185,77.69642,12.986284,77.735245,0
147318,27979,12,3,2,393,NULL,NULL,NULL,05-03-2013 15:15,0,0,05-03-2013 12:41,13.19956,77.70688,NULL,NULL,0
147319,29892,12,2,NULL,1204,393,NULL,NULL,05-04-2013 04:00,0,0,05-03-2013 12:43,13.01899,77.54744,13.19956,77.70688,0
147321,29894,12,2,NULL,410,585,NULL,NULL,05-04-2013 06:00,1,0,05-03-2013 13:06,13.05121,77.54113,12.97677,77.5727,0
147322,29524,12,2,NULL,1032,1120,NULL,NULL,05-03-2013 14:15,0,0,05-03-2013 13:09,12.913301,77.685592,12.89724,77.61065,0
147323,20956,12,2,NULL,974,767,NULL,NULL,05-03-2013 16:00,0,0,05-03-2013 13:09,13.07557,77.55904,12.9122,77.51043,0
147324,28359,12,2,NULL,238,1021,NULL,NULL,05-06-2013 09:00,0,0,05-03-2013 13:11,12.93711,77.60171,13.02853,77.54625,0
147325,28359,12,2,NULL,238,1021,NULL,NULL,05-07-2013 09:00,0,0,05-03-2013 13:13,12.93711,77.60171,13.02853,77.54625,0
147326,29895,12,2,NULL,478,1384,NULL,NULL,05-03-2013 22:30,0,0,05-03-2013 13:28,12.9221,77.55263,13.02853,77.54625,1
147327,29897,12,2,NULL,625,393,NULL,NULL,05-06-2013 06:00,1,0,05-03-2013 13:28,12.95431,77.6553,13.19956,77.70688,0
147328,29896,12,2,NULL,1330,115,NULL,NULL,05-03-2013 18:30,0,0,05-03-2013 13:28,12.953434,77.70651,12.99319,77.54472,1
147329,29895,12,2,NULL,478,763,NULL,NULL,05-03-2013 22:30,0,0,05-03-2013 13:31,12.9221,77.55263,12.96155,77.61572,0
147330,29900,65,1,NULL,297,NULL,15,24,05-03-2013 16:30,0,0,05-03-2013 13:33,12.99789,77.61488,NULL,NULL,0
147331,29895,12,2,NULL,478,1384,NULL,NULL,05-03-2013 22:30,0,0,05-03-2013 13:35,12.9221,77.55263,13.02853,77.54625,1
147332,28359,12,2,NULL,238,1021,NULL,NULL,05-08-2013 09:00,0,0,05-03-2013 13:36,12.93711,77.60171,13.02853,77.54625,0
147333,28739,12,2,NULL,393,644,NULL,NULL,05-05-2013 21:30,1,0,05-03-2013 13:36,13.19956,77.70688,12.91445,77.49591,0
147336,28359,85,2,NULL,238,1021,NULL,NULL,05-11-2013 09:00,0,0,05-03-2013 13:44,12.93711,77.60171,13.02853,77.54625,0
147337,29901,24,2,NULL,677,393,NULL,NULL,05-04-2013 04:45,0,0,05-03-2013 13:45,13.05845,77.64075,13.19956,77.70688,0
147338,25638,87,1,NULL,24,NULL,NULL,32,05-04-2013 04:00,1,0,05-03-2013 13:52,13.03289,77.59194,NULL,NULL,0
147339,868,12,3,1,571,NULL,NULL,NULL,05-03-2013 17:00,0,0,05-03-2013 13:53,12.95185,77.69642,NULL,NULL,1
147340,29902,12,3,1,410,NULL,NULL,NULL,05-03-2013 19:00,0,0,05-03-2013 14:03,13.05121,77.54113,NULL,NULL,0
147341,29903,85,2,NULL,571,393,NULL,NULL,05-04-2013 06:45,1,0,05-03-2013 14:20,12.95185,77.69642,13.19956,77.70688,0
147342,29904,12,2,NULL,1069,25,NULL,NULL,05-03-2013 19:00,1,0,05-03-2013 14:21,12.949764,77.643524,12.98059,77.57475,0
147344,20598,12,2,NULL,788,448,NULL,NULL,05-03-2013 17:30,0,0,05-03-2013 14:33,12.92471,77.49867,12.92732,77.63575,0
147345,29905,12,2,NULL,293,601,NULL,NULL,05-03-2013 17:00,0,0,05-03-2013 14:34,12.849482,77.663187,13.02434,77.56593,0
147346,22715,12,2,NULL,353,269,NULL,NULL,05-03-2013 17:00,0,0,05-03-2013 14:35,13.03241,77.59914,12.9744,77.69183,0
147347,22715,12,2,NULL,269,1384,NULL,NULL,05-03-2013 19:30,0,0,05-03-2013 14:39,12.9744,77.69183,13.02853,77.54625,0
147348,28359,28,2,NULL,1021,238,NULL,NULL,05-06-2013 16:30,0,0,05-03-2013 14:40,13.02853,77.54625,12.93711,77.60171,0
147349,29840,12,2,NULL,492,824,NULL,NULL,05-04-2013 18:45,0,0,05-03-2013 14:43,12.851218,77.521664,13.06557,77.58646,0
147350,29906,85,2,NULL,92,393,NULL,NULL,05-04-2013 01:00,0,0,05-03-2013 14:44,12.99569,77.6835,13.19956,77.70688,0
147351,23256,12,2,NULL,393,1264,NULL,NULL,05-03-2013 22:15,0,0,05-03-2013 14:51,13.19956,77.70688,12.835737,77.679599,0
147353,29907,28,2,NULL,1237,1393,NULL,NULL,05-04-2013 03:00,0,0,05-03-2013 14:54,12.92645,77.61206,13.19966,77.70688,0
147354,3827,12,2,NULL,393,788,NULL,NULL,05-03-2013 19:30,0,0,05-03-2013 15:01,13.19956,77.70688,12.92471,77.49867,0
147357,29647,65,3,2,393,NULL,NULL,NULL,05-04-2013 03:30,0,0,05-03-2013 15:08,13.19956,77.70688,NULL,NULL,0
147358,29676,12,2,NULL,393,149,NULL,NULL,05-04-2013 22:30,0,0,05-03-2013 15:08,13.19956,77.70688,12.93022,77.56039,0
147359,29910,12,2,NULL,1095,572,NULL,NULL,05-03-2013 21:30,1,0,05-03-2013 15:13,12.92415,77.67229,12.91873,77.61494,0
147360,29909,12,2,NULL,1033,1090,NULL,NULL,05-03-2013 18:45,0,0,05-03-2013 15:13,12.906358,77.599547,12.969724,77.593389,0
147361,29911,12,2,NULL,269,572,NULL,NULL,05-03-2013 18:45,0,0,05-03-2013 15:23,12.9744,77.69183,12.91873,77.61494,1
147362,29643,12,2,NULL,393,115,NULL,NULL,05-03-2013 21:15,0,0,05-03-2013 15:26,13.19956,77.70688,12.99319,77.54472,0
147363,29912,12,2,NULL,117,585,NULL,NULL,05-07-2013 12:15,1,0,05-03-2013 15:38,12.86966,77.62737,12.97677,77.5727,0
147364,1291,85,2,NULL,293,393,NULL,NULL,05-04-2013 04:00,1,0,05-03-2013 15:40,12.849482,77.663187,13.19956,77.70688,0
147365,709,12,2,NULL,396,1281,NULL,NULL,05-03-2013 17:15,1,0,05-03-2013 15:43,12.92073,77.66482,12.934634,77.611283,1
147366,9314,12,2,NULL,1286,1026,NULL,NULL,05-03-2013 17:00,0,0,05-03-2013 15:45,12.973448,77.62032,13.10482,77.57631,1
147367,29913,54,1,NULL,192,NULL,15,51,5/26/2013 6:00,0,0,05-03-2013 15:46,13.07799,77.50576,NULL,NULL,0
147368,29914,12,2,NULL,1108,25,NULL,NULL,05-03-2013 18:00,1,0,05-03-2013 15:47,13.00097,77.65079,12.98059,77.57475,1
147369,28359,85,2,NULL,1021,238,NULL,NULL,05-08-2013 16:30,0,0,05-03-2013 15:49,13.02853,77.54625,12.93711,77.60171,0
147370,28359,28,2,NULL,1021,238,NULL,NULL,05-09-2013 16:30,0,0,05-03-2013 15:53,13.02853,77.54625,12.93711,77.60171,0
147371,28359,12,2,NULL,788,238,NULL,NULL,05-10-2013 17:30,0,0,05-03-2013 15:56,12.92471,77.49867,12.93711,77.60171,0
147372,29915,12,2,NULL,693,1102,NULL,NULL,05-03-2013 20:45,1,0,05-03-2013 15:56,12.90868,77.60398,12.93652,77.54481,1
147373,29916,65,2,NULL,585,572,NULL,NULL,05-03-2013 19:45,1,0,05-03-2013 16:06,12.97677,77.5727,12.91873,77.61494,0
147374,28359,85,2,NULL,730,238,NULL,NULL,05-11-2013 17:30,0,0,05-03-2013 16:10,13.03386,77.51269,12.93711,77.60171,0
147376,29184,12,2,NULL,89,392,NULL,NULL,05-07-2013 09:30,0,0,05-03-2013 16:24,12.96519,77.71932,12.986284,77.735245,0
147377,29917,12,2,NULL,393,1262,NULL,NULL,5/22/2013 21:00,1,0,05-03-2013 16:24,13.19956,77.70688,12.81575,77.68465,0
147378,29184,12,2,NULL,89,392,NULL,NULL,05-09-2013 09:30,0,0,05-03-2013 16:26,12.96519,77.71932,12.986284,77.735245,0
147379,29184,12,2,NULL,89,392,NULL,NULL,05-10-2013 09:30,0,0,05-03-2013 16:28,12.96519,77.71932,12.986284,77.735245,0
147380,29184,12,2,NULL,89,392,NULL,NULL,05-08-2013 09:30,0,0,05-03-2013 16:31,12.96519,77.71932,12.986284,77.735245,0
147381,29748,12,2,NULL,1173,585,NULL,NULL,05-03-2013 21:30,1,0,05-03-2013 16:31,12.959979,77.647998,12.97677,77.5727,0
147382,29918,12,1,NULL,689,NULL,15,32,05-04-2013 06:00,0,0,05-03-2013 16:32,12.97672,77.64927,NULL,NULL,0
147383,29661,12,2,NULL,393,115,NULL,NULL,05-03-2013 20:00,0,0,05-03-2013 16:35,13.19956,77.70688,12.99319,77.54472,0
147384,97,12,2,NULL,1371,1330,NULL,NULL,05-03-2013 21:15,1,0,05-03-2013 16:36,13.000418,77.674835,12.953434,77.70651,0
147385,23705,12,2,NULL,832,393,NULL,NULL,05-04-2013 04:30,0,0,05-03-2013 16:40,12.88019,77.64558,13.19956,77.70688,0
147386,28584,12,2,NULL,542,572,NULL,NULL,05-03-2013 19:00,0,0,05-03-2013 16:40,12.93823,77.62289,12.91873,77.61494,0
147387,29921,12,2,NULL,484,330,NULL,NULL,05-03-2013 18:45,0,0,05-03-2013 16:45,12.90013,77.48279,12.858833,77.589127,0
147388,29922,12,2,NULL,1069,667,NULL,NULL,05-03-2013 18:00,0,0,05-03-2013 16:58,12.949764,77.643524,12.97165,77.51316,1
147389,29923,12,2,NULL,572,220,NULL,NULL,05-03-2013 18:00,0,0,05-03-2013 17:07,12.91873,77.61494,12.99722,77.62003,0
147390,29924,24,2,NULL,1384,463,NULL,NULL,05-06-2013 11:00,1,0,05-03-2013 17:07,13.02853,77.54625,12.96037,77.58132,0
147391,29923,12,2,NULL,410,1393,NULL,NULL,05-03-2013 18:30,0,0,05-03-2013 17:14,13.05121,77.54113,13.19966,77.70688,0
147392,4954,12,2,NULL,2,393,NULL,NULL,05-04-2013 08:00,1,0,05-03-2013 17:15,12.99212,77.67218,13.19956,77.70688,0
147393,4739,85,2,NULL,393,839,NULL,NULL,05-03-2013 20:00,0,0,05-03-2013 17:18,13.19956,77.70688,12.85773,77.78642,0
147394,29925,12,2,NULL,142,393,NULL,NULL,05-04-2013 04:15,1,0,05-03-2013 17:22,12.91281,77.60923,13.19956,77.70688,0
147395,29741,12,2,NULL,393,396,NULL,NULL,05-10-2013 22:45,1,0,05-03-2013 17:23,13.19956,77.70688,12.92073,77.66482,0
147396,29926,12,3,1,1157,NULL,NULL,NULL,05-04-2013 11:30,1,0,05-03-2013 17:24,13.05121,77.54113,NULL,NULL,0
147397,29927,12,3,1,187,NULL,NULL,NULL,05-04-2013 10:45,0,0,05-03-2013 17:27,12.95892,77.5277,NULL,NULL,0
147398,24411,12,2,NULL,1052,1371,NULL,NULL,5/22/2013 18:00,1,0,05-03-2013 17:31,12.912695,77.576265,13.000418,77.674835,0
147399,29928,12,3,2,1395,NULL,NULL,NULL,05-04-2013 06:30,0,0,05-03-2013 17:52,13.005603,77.628214,NULL,NULL,0
147400,1256,12,3,2,58,NULL,NULL,NULL,05-04-2013 08:15,0,0,05-03-2013 17:55,12.88963,77.60119,NULL,NULL,0
147402,29929,12,2,NULL,1120,393,NULL,NULL,05-03-2013 22:00,0,0,05-03-2013 18:12,12.89724,77.61065,13.19956,77.70688,0
147403,29131,12,2,NULL,1282,393,NULL,NULL,05-03-2013 21:30,1,0,05-03-2013 18:19,12.959687,77.747099,13.19956,77.70688,1
147404,23395,12,2,NULL,1120,393,NULL,NULL,05-04-2013 05:00,0,0,05-03-2013 18:25,12.89724,77.61065,13.19956,77.70688,0
147405,29930,12,2,NULL,293,393,NULL,NULL,05-06-2013 09:00,1,0,05-03-2013 18:34,12.849482,77.663187,13.19956,77.70688,0
147406,25052,12,2,NULL,97,293,NULL,NULL,05-04-2013 11:15,1,0,05-03-2013 18:36,12.97943,77.66125,12.849482,77.663187,0
147407,29931,12,3,2,58,NULL,NULL,NULL,05-04-2013 07:00,0,0,05-03-2013 18:49,12.88963,77.60119,NULL,NULL,0
147408,29748,12,2,NULL,1173,168,NULL,NULL,05-03-2013 21:30,1,0,05-03-2013 18:54,12.959979,77.647998,12.99313,77.59828,1
147409,29687,12,2,NULL,776,1102,NULL,NULL,05-04-2013 07:00,0,0,05-03-2013 19:10,13.01508,77.67796,12.93652,77.54481,0
147410,2494,12,2,NULL,541,1384,NULL,NULL,05-03-2013 22:00,0,0,05-03-2013 19:12,12.93524,77.61997,13.02853,77.54625,0
147411,29932,65,1,NULL,1281,NULL,NULL,55,05-04-2013 04:00,1,0,05-03-2013 19:12,12.934634,77.611283,NULL,NULL,0
147412,29933,24,3,2,463,NULL,NULL,NULL,05-04-2013 07:45,1,0,05-03-2013 19:15,12.96037,77.58132,NULL,NULL,0
147413,16585,12,2,NULL,1089,393,NULL,NULL,05-04-2013 06:30,1,0,05-03-2013 19:30,12.99517,77.731147,13.19956,77.70688,0
147414,28808,12,2,NULL,1283,824,NULL,NULL,05-03-2013 21:00,1,0,05-03-2013 19:31,12.973535,77.750528,13.06557,77.58646,1
147415,997,12,2,NULL,1058,1286,NULL,NULL,05-04-2013 06:30,1,0,05-03-2013 19:44,12.914535,77.631658,12.973448,77.62032,0
147416,22949,12,2,NULL,1165,393,NULL,NULL,05-04-2013 11:15,0,0,05-03-2013 19:45,12.990947,77.687112,13.19956,77.70688,0
147417,26790,12,2,NULL,571,269,NULL,NULL,05-04-2013 02:45,1,0,05-03-2013 20:32,12.95185,77.69642,12.9744,77.69183,0
147418,29935,12,1,NULL,330,NULL,15,108,05-04-2013 08:00,0,0,05-03-2013 20:33,12.858833,77.589127,NULL,NULL,0
147419,29936,12,1,NULL,393,NULL,15,32,05-04-2013 14:00,0,0,05-03-2013 20:43,13.19956,77.70688,NULL,NULL,0
147420,35409,12,2,NULL,1330,142,NULL,NULL,05-04-2013 10:00,0,0,05-03-2013 21:07,12.953434,77.70651,12.91281,77.60923,0
147421,17694,12,3,2,1056,NULL,NULL,NULL,05-04-2013 04:00,0,0,05-03-2013 21:07,12.919199,77.60931,NULL,NULL,0
147422,21124,12,2,NULL,25,1264,NULL,NULL,05-05-2013 07:00,0,0,05-03-2013 21:14,12.98059,77.57475,12.835737,77.679599,0
147423,17698,12,2,NULL,142,393,NULL,NULL,05-04-2013 04:00,0,0,05-03-2013 21:16,12.91281,77.60923,13.19956,77.70688,0
147424,32348,12,3,2,156,NULL,NULL,NULL,05-04-2013 08:30,0,0,05-03-2013 21:17,13.02622,77.70143,NULL,NULL,0
147426,15244,65,3,2,502,NULL,NULL,NULL,05-04-2013 06:15,0,0,05-03-2013 21:41,12.90084,77.56483,NULL,NULL,0
147427,19346,12,3,2,1330,NULL,NULL,NULL,05-04-2013 11:00,0,0,05-03-2013 21:49,12.953434,77.70651,NULL,NULL,0
147428,23800,12,2,NULL,393,105,NULL,NULL,05-03-2013 23:00,0,0,05-03-2013 22:06,13.19956,77.70688,13.01766,77.64503,0
147430,21756,12,3,1,293,NULL,NULL,NULL,05-04-2013 10:30,0,0,05-03-2013 22:21,12.849482,77.663187,NULL,NULL,0
147432,29939,85,2,NULL,393,1053,NULL,NULL,05-04-2013 09:30,1,0,05-03-2013 22:28,13.19956,77.70688,12.912799,77.589784,0
147433,29940,87,3,2,1320,NULL,NULL,NULL,05-04-2013 11:00,1,0,05-03-2013 22:31,12.840674,77.65966,NULL,NULL,0
147434,29941,12,1,NULL,1330,NULL,15,172,05-04-2013 06:30,0,0,05-03-2013 22:33,12.953434,77.70651,NULL,NULL,0
147435,29942,12,3,2,83,NULL,NULL,NULL,05-04-2013 10:00,1,0,05-03-2013 22:35,12.92415,77.67229,NULL,NULL,0
147436,3208,85,2,NULL,1142,105,NULL,NULL,05-04-2013 07:30,0,0,05-03-2013 22:44,13.03369,77.62821,13.01766,77.64503,0
147437,29944,65,3,1,1147,NULL,NULL,NULL,05-04-2013 18:15,0,0,05-03-2013 22:53,13.03064,77.6491,NULL,NULL,0
147438,29945,12,2,NULL,142,1021,NULL,NULL,05-04-2013 06:30,1,0,05-03-2013 22:58,12.91281,77.60923,13.02853,77.54625,0
147439,29946,12,3,1,1153,NULL,NULL,NULL,05-04-2013 12:15,1,0,05-03-2013 23:01,12.87153,77.60206,NULL,NULL,0
147440,26869,85,2,NULL,1021,393,NULL,NULL,05-04-2013 20:15,1,0,05-03-2013 23:04,13.02853,77.54625,13.19956,77.70688,0
147441,29947,12,2,NULL,142,393,NULL,NULL,05-04-2013 04:00,0,0,05-03-2013 23:09,12.91281,77.60923,13.19956,77.70688,0
147442,29780,12,2,NULL,1189,61,NULL,NULL,05-04-2013 05:45,0,0,05-03-2013 23:17,12.91873,77.61494,12.96298,77.71229,0
147443,17900,12,2,NULL,293,168,NULL,NULL,05-04-2013 05:00,0,0,05-03-2013 23:19,12.849482,77.663187,12.99313,77.59828,0
147444,22969,85,3,2,768,NULL,NULL,NULL,05-04-2013 09:00,0,0,05-03-2013 23:27,12.98999,77.55332,NULL,NULL,0
147445,29698,24,2,NULL,1390,393,NULL,NULL,05-05-2013 03:30,1,0,05-03-2013 23:40,12.969368,77.641302,13.19956,77.70688,0
147447,29949,12,2,NULL,271,585,NULL,NULL,05-04-2013 05:00,1,0,05-04-2013 00:12,12.95641,77.64076,12.97677,77.5727,0
147448,6351,12,2,NULL,367,393,NULL,NULL,05-04-2013 03:30,1,0,05-04-2013 00:17,12.93029,77.53955,13.19956,77.70688,0
147449,29906,85,2,NULL,393,1165,NULL,NULL,05-04-2013 02:30,0,0,05-04-2013 02:17,13.19956,77.70688,12.990947,77.687112,0
147450,29950,12,2,NULL,1136,1096,NULL,NULL,05-04-2013 03:30,0,0,05-04-2013 03:05,12.99049,77.69798,12.96519,77.71932,0
147451,29951,12,2,NULL,83,393,NULL,NULL,05-04-2013 05:30,0,0,05-04-2013 05:11,12.92415,77.67229,13.19956,77.70688,0
147452,29951,12,2,NULL,393,83,NULL,NULL,05-04-2013 05:30,0,0,05-04-2013 05:13,13.19956,77.70688,12.92415,77.67229,0
147453,694,12,2,NULL,1195,949,NULL,NULL,05-04-2013 05:45,0,0,05-04-2013 05:33,13.00446,77.56923,12.98275,77.61582,0
147454,36040,12,3,1,1155,NULL,NULL,NULL,05-04-2013 09:00,0,0,05-04-2013 07:01,12.90245,77.66081,NULL,NULL,0
147455,29952,12,2,NULL,1371,1147,NULL,NULL,05-05-2013 13:00,0,1,05-04-2013 07:39,13.000418,77.674835,13.03064,77.6491,1
147456,29953,65,3,2,142,NULL,NULL,NULL,05-04-2013 10:30,1,0,05-04-2013 08:09,12.91281,77.60923,NULL,NULL,0
147457,4318,12,2,NULL,1197,209,NULL,NULL,05-04-2013 09:45,0,0,05-04-2013 08:11,12.95431,77.6553,12.97842,77.62972,0
147459,24492,65,2,NULL,393,376,NULL,NULL,05-05-2013 00:15,1,0,05-04-2013 08:17,13.19956,77.70688,12.90245,77.66081,0
147460,29955,12,2,NULL,1281,1161,NULL,NULL,05-04-2013 17:45,0,0,05-04-2013 08:48,12.934634,77.611283,12.92732,77.63575,0
147461,29957,87,3,2,192,NULL,NULL,NULL,05-04-2013 10:30,0,0,05-04-2013 09:17,13.07799,77.50576,NULL,NULL,0
147462,29881,12,3,2,1294,NULL,NULL,NULL,05-04-2013 10:30,0,0,05-04-2013 09:20,12.964653,77.599573,NULL,NULL,0
147463,29958,65,3,1,450,NULL,NULL,NULL,05-04-2013 13:00,0,0,05-04-2013 09:21,12.9334,77.62652,NULL,NULL,0
147464,1126,85,3,2,58,NULL,NULL,NULL,05-04-2013 10:30,0,0,05-04-2013 09:24,12.88963,77.60119,NULL,NULL,0
147465,15947,12,3,2,142,NULL,NULL,NULL,05-04-2013 10:30,0,0,05-04-2013 09:34,12.91281,77.60923,NULL,NULL,0
147466,12976,65,3,2,308,NULL,NULL,NULL,05-04-2013 11:00,0,0,05-04-2013 09:38,12.99049,77.69798,NULL,NULL,0
147467,29960,85,2,NULL,869,1036,NULL,NULL,05-04-2013 13:30,0,0,05-04-2013 09:48,12.93545,77.5547,12.925568,77.580568,0
147468,29961,65,3,2,1058,NULL,NULL,NULL,05-04-2013 11:00,0,0,05-04-2013 09:49,12.914535,77.631658,NULL,NULL,0
147469,29963,12,2,NULL,585,1083,NULL,NULL,05-11-2013 06:00,0,1,05-04-2013 10:13,12.97677,77.5727,12.900648,77.589183,0
147470,29964,65,3,2,264,NULL,NULL,NULL,05-04-2013 10:45,0,0,05-04-2013 10:15,12.90721,77.69544,NULL,NULL,0
147471,27595,85,3,1,269,NULL,NULL,NULL,05-04-2013 13:30,0,0,05-04-2013 10:16,12.9744,77.69183,NULL,NULL,0
